homograph	wordid	sentence	start	end
affect	affect	Thus, mutations in the enzyme can affect transcription elongation.	34	40
affect	affect	Studies have shown that phenolic hydrocarbons affect the functional and structural properties of cell membranes.	46	52
affect	affect	It is not reserved for antique objects but can affect contemporary metals like modern cupro-nickel coins.	47	53
affect	affect	"In turn, the events of suspense must also directly affect the relationship and move the story forward."""	51	57
affect	affect	Political factors such as ideologies of political parties, political leaders and political stability affect the attitudes of people.	101	107
affect	affect	It is known to affect mainly tea plants (Thea genus).	15	21
affect	affect	Increased serum prolactin (PRL) concentration in patients brains from psychiatric medicine can also affect sexuality.	100	106
affect	affect	The three recognised colours of Labrador Retrievers result from differences in two genetic loci that affect pigment expression.	101	107
affect	affect	These laws would affect the up to 825,000 Jews, who lived in territory reacquired by Hungary in 1941.	17	23
affect	affect	Antibiotics only work for bacteria and do not affect viruses.	46	52
affect	affect	The results he obtained showed that modality improved recency but did not affect recall for the pre-recency items.	74	80
affect	affect	"The definition of ""harm"" includes changes in habitat that affect endangered species."	58	64
affect	affect	Most toxicants are known to affect only a fraction of exposed population.	28	34
affect	affect	Multiple factors affect human sex drive, including stress, illness, pregnancy, and others.	17	23
affect	affect	Nutrients that affect cell growth the most in thermococci species are carbon and nitrogen sources.	15	21
affect	affect	Experimental economics researchers have demonstrated how sunspots could affect economic activity.	72	78
affect	affect	Recessive, dominant, X-linked or mitochondrial genetic mutations can affect the structure or metabolism of the inner ear.	69	75
affect	affect	The salinity and temperature of water affect its density, and hence how deep a ship will float in the water.	38	44
affect	affect	Long-term experiments have provided some of the best data on how various practices affect soil properties essential to sustainability.	83	89
affect	affect_nou-psy	Petty and Cacioppo suggest that negative affect should lead to more central processing and positive affect to more peripheral processing.	100	106
affect	affect_nou-psy	All the songs are extremely easy on ears with smooth flowing affect and focuses more on melody, lyrics and vocals.	61	67
affect	affect_nou-psy	However, this finding may have little to do with affect derived from events experienced at work.	49	55
affiliate	affiliate_nou	First, it was an affiliate of Home Shopping Spree and The Box.	17	26
affiliate	affiliate_nou	The Canadian Métis Council comprises over 50 community councils and affiliate Métis organizations in every province of Canada.	68	77
affiliate	affiliate_nou	Throughout the station's history, it competed against Des Moines NBC affiliate WHO-TV.	69	78
affiliate	affiliate_nou	It is a radio affiliate of the Los Angeles Rams.	14	23
affiliate	affiliate_nou	KGMY was the ESPN Radio affiliate for Springfield until January 1, 2015.	24	33
affiliate	affiliate_nou	Amazon Associates is one of the first online affiliate marketing programs and was launched in 1996.	45	54
affiliate	affiliate_nou	WYAB is also the sole local affiliate of Louisiana State University athletics, including football, and men's basketball.	28	37
affiliate	affiliate_nou	XHTAO-TDT channel 47 (virtual channel 12) is a Multimedios Television affiliate in Tampico, Tamaulipas.	70	79
affiliate	affiliate_nou	The Libertarian Party of Massachusetts is the Massachusetts affiliate of the Libertarian Party.	60	69
affiliate	affiliate_nou	The BEL was admitted into the Socialist International as an observer affiliate in 1999.	69	78
affiliate	affiliate_nou	KKHY will start operations with an initial $15,000,000 budget and as an affiliate member of the Star Alliance group.	72	81
affiliate	affiliate_nou	His stay there extended to six months, and his popularity was cemented by nationwide radio broadcasts over NBC affiliate stations.	111	120
affiliate	affiliate_nou	Currently, charging per action is a common pricing scheme in affiliate networks, such as the Amazon Associates Program.	61	70
affiliate	affiliate_nou	In 2009, the Houston Rockets and Rio Grande Valley Vipers pioneered the single-affiliate partnership, also known as the hybrid model.	79	88
affiliate	affiliate_nou	With both Jaroslav Halak and Carey Price minding net Sanford was assigned to the Canadiens AHL affiliate, the Hamilton Bulldogs.	95	104
affiliate	affiliate_nou	Crabbe began the 2002 season at the Milwaukee Brewers' rookie league affiliate, the Ogden Raptors.	69	78
affiliate	affiliate_nou	In 2007, Pérez again pitched for Harrisburg and also for the Columbus Clippers, Washington's Triple-A affiliate in the International League.	102	111
affiliate	affiliate_nou	Under the plan, KFTA would become the Fox-affiliate for the area leaving KNWA as the sole NBC-affiliate for Northwest Arkansas.	94	103
affiliate	affiliate_nou	WWJX is Jackson, Mississippi's The Walk TV affiliate, broadcasting digitally on UHF channel 23.	43	52
affiliate	affiliate_nou	Four affiliate members each participate in one sport.	5	14
affiliate	affiliate_nou	KTEL-CD signed on in late 1997 on UHF channel 15 as an affiliate of Telemundo.	55	64
affiliate	affiliate_nou	Released on Slipdisc Records (a Mercury affiliate) in 1998.	40	49
affiliate	affiliate_nou	Upon conclusion of the lockout he was assigned to AHL affiliate, the Portland Pirates.	54	63
affiliate	affiliate_nou	He also holds an affiliate faculty appointment in the Department of Computer Science and Engineering at the University of Washington.	17	26
affiliate	affiliate_nou	It was originally a CBC Television affiliate.	35	44
affiliate	affiliate_nou	Hayhurst officially appeared on the ballot as the candidate of the New Democracy party, an affiliate of Social Credit.	91	100
affiliate	affiliate_nou	In 2009 the name of the affiliate school was changed to The Dance Center of Oklahoma City Ballet.	24	33
affiliate	affiliate_nou	Official Webpage of the Japanese affiliate of the Association of Baha'i Studies.	33	42
affiliate	affiliate_nou	22.3 would become an affiliate for Mexicanal in 2011.	21	30
affiliate	affiliate_nou	In 2016 he became the Bench Coach for the Wilmington Blue Rocks, the Advanced-A affiliate of the Kansas City Royals.	80	89
affiliate	affiliate_nou	On paper, the new channel 26 was an NBC affiliate at its launch.	40	49
affiliate	affiliate_nou	Huml spent much of his tenure with their American Hockey League affiliate the Providence Bruins.	64	73
affiliate	affiliate_nou	She also worked in her hometown of Cleveland, Ohio at WKYC-TV, the NBC-TV affiliate there.	74	83
affiliate	affiliate_nou	WVBT is owned by Nexstar Media Group as part of a duopoly with NBC affiliate WAVY-TV (channel 10).	67	76
affiliate	affiliate_nou	The station is owned by the Sinclair Broadcast Group, as part of a duopoly with MyNetworkTV affiliate WRDC (channel 28).	92	101
affiliate	affiliate_nou	The Avalanche's American Hockey League affiliate was the Lake Erie Monsters, based in Cleveland, Ohio.	39	48
affiliate	affiliate_nou	On November 2, 2014, he was acquired by the Bakersfield Jam of the NBA Development League as an affiliate player.	96	105
affiliate	affiliate_nou	He then switched to the Cleveland Indians' organization as pilot of the Akron Aeros, the Tribe's Double-A affiliate.	106	115
affiliate	affiliate_nou	He was reassigned to the Ducks AHL affiliate, the Norfolk Admirals to begin the year.	35	44
affiliate	affiliate_nou	Through local, regional and international partnerships and affiliate centers, the Museum seeks to connect Palestinians worldwide.	59	68
affiliate	affiliate_nou	On April 6, 1987, the station became an affiliate of the Fox Broadcasting Company.	40	49
affiliate	affiliate_nou	WYKT is a CBS Sports Radio affiliate.	27	36
affiliate	affiliate_nou	The school was supported by affiliate unions of the American Federation of Labor until 1928.	28	37
affiliate	affiliate_nou	CELSI is an affiliate partner of the Marie Curie International Training Network EDUWORKS.	12	21
affiliate	affiliate_nou	"KRNI is an affiliate of Iowa Public Radio, and carries the network's ""News and Information"" service."	11	20
affiliate	affiliate_nou	Today Delta Air Lines and their affiliate Delta Connection are the only air carriers flying between Huntsville and Atlanta.	32	41
affiliate	affiliate_nou	It began as a state affiliate of the Constitution Party (CP) (then known as the Taxpayers Party).	20	29
affiliate	affiliate_nou	He was initially assigned to the ECHL affiliate, the Alaska Aces, before regaining fitness and returning to the Wild.	38	47
affiliate	affiliate_nou	The station began broadcasting on August 12, 1995 as The WB affiliate WVGV-TV.	60	69
